workclass,education,age,gender
 Private, Masters,75, Male
 Private, Masters,41, Female
 Private, Bachelors,37, Male
 Private, HS-grad,47, Female
 Local-gov, Bachelors,34, Male
 Private, HS-grad,25, Male
 Private, HS-grad,52, Female
 State-gov, HS-grad,27, Male
 Private, HS-grad,35, Male
 Local-gov, 12th,44, Female
 Local-gov, HS-grad,27, Male
 Private, Some-college,42, Male
 Private, 9th,26, Female
 Private, HS-grad,23, Male
 Private, HS-grad,28, Female
 Self-emp-not-inc, HS-grad,38, Male
 Private, Some-college,28, Male
 Private, HS-grad,29, Female
 Self-emp-not-inc, 9th,56, Male
 ?, Bachelors,23, Male
 Private, Some-college,30, Female
 Private, Some-college,48, Male
 Self-emp-not-inc, Some-college,45, Male
 Private, Masters,38, Male
 Private, HS-grad,24, Male
 State-gov, Doctorate,47, Male
 Private, HS-grad,22, Female
 Private, Some-college,29, Female
 Private, Assoc-acdm,45, Male
 Private, HS-grad,24, Male
 Private, HS-grad,40, Male
 Local-gov, 9th,28, Male
 Federal-gov, Bachelors,46, Female
 ?, Some-college,34, Female
 Private, Some-college,32, Male
 Private, HS-grad,20, Male
 Private, Some-college,23, Male
 Private, HS-grad,46, Male
 Private, HS-grad,21, Female
 Private, Masters,59, Male
 Private, Some-college,31, Male
 Private, Some-college,48, Female
 Private, 7th-8th,34, Male
 Private, Some-college,19, Male
 Private, Some-college,20, Male
 Private, Bachelors,29, Male
 Private, Some-college,54, Male
 Private, HS-grad,36, Male
 Private, Bachelors,43, Male
 Federal-gov, Bachelors,46, Male
 Private, Masters,33, Male
 Private, 10th,33, Female
 Private, Some-college,36, Male
 Private, HS-grad,37, Male
 ?, Assoc-voc,37, Male
 ?, 12th,64, Male
 Self-emp-not-inc, HS-grad,45, Male
 Private, Bachelors,25, Female
 Private, Assoc-voc,28, Male
 Private, HS-grad,26, Female
 Private, HS-grad,23, Male
 Private, HS-grad,24, Female
 Self-emp-not-inc, Some-college,58, Female
 Private, Assoc-voc,36, Female
 Private, Some-college,46, Male
 ?, 7th-8th,23, Female
 Private, Some-college,32, Male
 Private, HS-grad,26, Male
 Private, 5th-6th,52, Female
 Private, HS-grad,19, Female
 Private, Bachelors,33, Male
 Private, HS-grad,60, Male
 Private, Some-college,39, Male
 Private, Bachelors,45, Male
 Local-gov, Some-college,37, Female
 Private, Assoc-acdm,29, Male
 Private, Some-college,53, Male
 State-gov, Some-college,46, Male
 Private, Some-college,20, Male
 Private, Masters,39, Female
 Private, Some-college,48, Female
 Private, HS-grad,38, Male
 Private, HS-grad,36, Male
 Private, 7th-8th,53, Female
 Private, HS-grad,29, Male
 Private, 7th-8th,64, Male
 Private, Some-college,34, Male
 ?, HS-grad,36, Male
 Local-gov, Bachelors,41, Female
 Private, HS-grad,34, Female
 ?, 9th,68, Male
 Private, Bachelors,37, Male
 Private, Some-college,22, Male
 Private, 12th,43, Male
 ?, Some-college,19, Female
 Private, Some-college,36, Male
 Private, HS-grad,47, Male
 Private, Assoc-voc,25, Female
 Private, Some-college,33, Male
 Private, Some-college,27, Female
 Private, Some-college,33, Male
 Private, HS-grad,24, Female
 Local-gov, Some-college,47, Female
 Self-emp-inc, 10th,48, Male
 Private, HS-grad,28, Male
 Local-gov, Bachelors,33, Male
 Private, Bachelors,44, Male
 Local-gov, Assoc-voc,33, Male
 Private, Some-college,26, Female
 Private, Assoc-voc,22, Male
 Private, Some-college,34, Male
 Self-emp-inc, Some-college,31, Male
 ?, HS-grad,73, Female
 Local-gov, Assoc-voc,38, Male
 Self-emp-not-inc, Some-college,51, Female
 Private, Some-college,36, Male
 Private, Some-college,29, Male
 Self-emp-not-inc, HS-grad,64, Male
 Private, Some-college,24, Male
 State-gov, Some-college,21, Female
 Private, Some-college,28, Male
 ?, 11th,18, Male
 Self-emp-inc, HS-grad,41, Male
 Private, 9th,17, Male
 Private, Doctorate,58, Male
 Self-emp-not-inc, Bachelors,50, Male
 Private, 11th,30, Male
 Private, HS-grad,47, Male
 Private, Some-college,24, Male
 Federal-gov, Some-college,50, Male
 Private, Masters,29, Male
 Self-emp-not-inc, Doctorate,31, Male
 Self-emp-not-inc, HS-grad,40, Male
 Private, Some-college,31, Female
 Private, 9th,53, Male
 Private, HS-grad,33, Female
 Private, Bachelors,43, Male
 Private, Some-college,56, Female
 Private, Bachelors,38, Female
 Private, 11th,18, Female
 Private, HS-grad,50, Male
 Private, HS-grad,78, Female
 Private, 11th,27, Male
 Private, Some-college,19, Female
 State-gov, Bachelors,24, Female
 Private, Some-college,20, Male
 Private, Masters,25, Male
 Private, Bachelors,34, Female
 Self-emp-inc, Assoc-voc,30, Male
 Federal-gov, Masters,37, Female
 Private, HS-grad,38, Male
 Without-pay, HS-grad,67, Male
 Private, HS-grad,35, Male
 Self-emp-not-inc, HS-grad,75, Male
 Private, Some-college,47, Female
 Private, 10th,23, Male
 Federal-gov, HS-grad,51, Female
 Local-gov, HS-grad,42, Male
 Private, Some-college,32, Female
 Private, HS-grad,54, Female
 Private, Some-college,20, Female
 Private, HS-grad,39, Male
 Private, HS-grad,41, Male
 Private, HS-grad,35, Female
 Local-gov, Bachelors,45, Male
 Private, Bachelors,27, Female
 Self-emp-not-inc, 7th-8th,61, Male
 Private, HS-grad,41, Male
 Private, Some-college,22, Male
 Private, Some-college,55, Male
 ?, Bachelors,66, Male
 Private, Some-college,25, Male
 Private, Some-college,20, Female
 Private, Some-college,20, Female
 Self-emp-inc, Bachelors,67, Male
 Private, Some-college,44, Male
 Private, HS-grad,42, Male
 Local-gov, Some-college,29, Male
 Private, Some-college,48, Female
 Private, HS-grad,25, Female
 Private, HS-grad,31, Female
 Private, Bachelors,48, Female
 Private, Masters,40, Male
 Private, Some-college,26, Male
 Private, HS-grad,28, Female
 Private, Some-college,52, Male
 Self-emp-not-inc, HS-grad,41, Male
 Self-emp-not-inc, Bachelors,39, Female
 Private, HS-grad,48, Female
 Private, HS-grad,19, Female
 Private, Some-college,27, Male
 Private, Assoc-voc,59, Male
 Private, Some-college,19, Male
 Private, HS-grad,32, Male
 Private, HS-grad,39, Male
 Private, HS-grad,33, Male
 Private, HS-grad,38, Male
 Private, Some-college,27, Male
 Private, HS-grad,23, Female
 ?, Assoc-voc,59, Male
 Local-gov, Bachelors,25, Male
 Self-emp-inc, Assoc-acdm,37, Male
 Private, HS-grad,31, Male
 Private, Assoc-acdm,24, Female
 Local-gov, Bachelors,53, Female
 Private, Some-college,26, Male
 Private, Some-college,25, Female
 Private, 11th,59, Male
 Federal-gov, HS-grad,39, Female
 Private, Some-college,28, Male
 Private, HS-grad,22, Male
 Private, HS-grad,20, Male
 Private, Some-college,25, Female
 Private, Some-college,27, Male
 Private, HS-grad,20, Male
 ?, Some-college,63, Female
 Self-emp-not-inc, 10th,43, Male
 Private, Some-college,39, Female
 Private, Bachelors,27, Male
 Private, 10th,17, Female
 State-gov, Prof-school,40, Male
 Private, Some-college,50, Male
 Self-emp-inc, Bachelors,23, Female
 Private, HS-grad,60, Male
 Private, HS-grad,30, Female
 Private, HS-grad,24, Male
 Private, Bachelors,23, Female
 Private, Bachelors,24, Male
 Self-emp-not-inc, Bachelors,45, Male
 Self-emp-inc, Some-college,58, Male
 Private, Some-college,22, Male
 Private, Some-college,41, Male
 Private, 7th-8th,48, Male
 Private, HS-grad,31, Male
 Private, Prof-school,33, Male
 Self-emp-inc, Bachelors,49, Male
 Private, Bachelors,30, Male
 Private, HS-grad,38, Male
 Local-gov, HS-grad,58, Male
 Private, Bachelors,58, Female
 Self-emp-not-inc, HS-grad,61, Male
 Private, HS-grad,58, Male
 Private, Assoc-voc,32, Male
 Self-emp-not-inc, HS-grad,33, Male
 Private, Bachelors,28, Female
 Private, Some-college,22, Female
 Private, HS-grad,35, Male
 Private, HS-grad,59, Male
 Self-emp-inc, Prof-school,45, Male
 Self-emp-not-inc, HS-grad,50, Male
 Self-emp-inc, 12th,56, Female
 Self-emp-not-inc, HS-grad,36, Male
 ?, 10th,18, Male
 Private, Some-college,28, Male
 Private, Assoc-voc,42, Male
 Private, HS-grad,60, Male
 Self-emp-inc, Some-college,41, Male
 Private, Bachelors,42, Male
 Private, HS-grad,36, Male
 Local-gov, Masters,52, Male
 Self-emp-not-inc, HS-grad,42, Male
 Local-gov, Some-college,26, Male
 Local-gov, Bachelors,31, Female
 Private, 5th-6th,47, Female
 Private, Some-college,35, Male
 Private, 9th,19, Male
 Self-emp-not-inc, Some-college,59, Female
 Private, Bachelors,38, Male
 Private, Bachelors,36, Male
 Private, Masters,35, Female
 Private, HS-grad,39, Male
 Private, Some-college,64, Male
 Local-gov, 10th,17, Female
 Private, Some-college,49, Male
 Private, Some-college,19, Female
 Self-emp-not-inc, HS-grad,36, Female
 Private, HS-grad,26, Male
 Private, 5th-6th,27, Female
 Private, Bachelors,66, Male
 Private, 7th-8th,38, Male
 Private, Bachelors,25, Female
 Private, HS-grad,19, Female
 Private, Assoc-acdm,30, Male
 Private, Assoc-voc,22, Male
 Private, Some-college,60, Male
 Private, Some-college,54, Male
 Private, HS-grad,46, Male
 State-gov, Some-college,33, Male
 Local-gov, Masters,51, Female
 Private, Prof-school,43, Male
 ?, HS-grad,18, Female
 Self-emp-inc, HS-grad,60, Male
 Self-emp-not-inc, HS-grad,39, Male
 Private, Bachelors,23, Female
 Private, Assoc-acdm,39, Female
 Local-gov, Some-college,40, Male
 Private, Some-college,48, Male
 Private, HS-grad,24, Male
 Private, HS-grad,32, Male
 Self-emp-not-inc, Some-college,31, Male
 Private, HS-grad,39, Male
 Private, Masters,27, Female
 State-gov, Masters,45, Male
 ?, HS-grad,22, Female
 Private, Bachelors,31, Male
 Private, HS-grad,63, Female
 Private, Bachelors,45, Male
 State-gov, Some-college,28, Female
 Private, Bachelors,23, Female
 Private, HS-grad,50, Male
 Private, 12th,33, Male
 ?, Some-college,22, Male
 Private, Bachelors,27, Male
 Private, Some-college,29, Male
 Private, HS-grad,36, Female
 Private, 1st-4th,60, Male
 Private, Bachelors,46, Male
 ?, Masters,67, Female
 ?, Some-college,20, Female
 Private, Bachelors,23, Male
 Self-emp-inc, HS-grad,38, Male
 Private, Prof-school,60, Male
 Self-emp-not-inc, Some-college,20, Female
 Private, Some-college,37, Female
 Private, HS-grad,37, Male
 Private, HS-grad,58, Male
 Private, Bachelors,25, Male
 Private, Some-college,27, Female
 Private, Some-college,33, Male
 State-gov, Some-college,43, Female
 Federal-gov, Some-college,21, Male
 Private, HS-grad,45, Male
 Private, 5th-6th,44, Male
 ?, 7th-8th,52, Male
 Private, HS-grad,53, Male
 Private, HS-grad,31, Female
 Federal-gov, 11th,18, Male
 Private, HS-grad,20, Female
 Private, HS-grad,32, Male
 Private, 10th,48, Male
 Private, HS-grad,46, Male
 Private, HS-grad,28, Male
 Self-emp-not-inc, HS-grad,27, Male
 Federal-gov, Some-college,18, Female
 Self-emp-not-inc, HS-grad,69, Male
 Self-emp-inc, Masters,50, Male
 Private, HS-grad,43, Female
 Private, Bachelors,32, Female
 Private, HS-grad,43, Female
 Self-emp-not-inc, HS-grad,52, Male
 Private, Bachelors,50, Male
 Private, Some-college,35, Female
 ?, HS-grad,20, Female
 ?, HS-grad,73, Female
 Private, HS-grad,46, Female
 Private, HS-grad,58, Male
 Self-emp-inc, Prof-school,46, Male
 Private, HS-grad,40, Male
 Private, Bachelors,25, Male
 Private, Assoc-acdm,22, Female
 Federal-gov, Bachelors,33, Male
 Federal-gov, Assoc-voc,49, Male
 Private, 10th,62, Female
 Local-gov, Some-college,56, Male
 Private, HS-grad,24, Female
 Private, HS-grad,42, Female
 Private, Masters,41, Female
 Private, Bachelors,23, Male
 ?, Some-college,22, Male
 Private, Bachelors,35, Male
 Private, HS-grad,42, Male
 Private, HS-grad,22, Male
 Self-emp-not-inc, HS-grad,32, Male
 Private, HS-grad,25, Male
 Private, 5th-6th,66, Female
 State-gov, HS-grad,26, Male
 Private, Some-college,46, Male
 Private, Bachelors,55, Male
 Private, HS-grad,24, Male
 Private, HS-grad,25, Male
 Private, Some-college,22, Female
 Private, HS-grad,31, Male
 Private, HS-grad,30, Female
 Private, HS-grad,54, Male
 ?, Some-college,19, Female
 Private, 9th,56, Female
 Private, HS-grad,47, Male
 Private, HS-grad,29, Male
 Private, HS-grad,53, Male
 Private, HS-grad,22, Female
 ?, Bachelors,50, Male
 Private, HS-grad,42, Female
 Private, Some-college,21, Male
 Self-emp-inc, HS-grad,36, Female
 Private, 5th-6th,60, Male
 Private, Assoc-voc,69, Female
 Private, HS-grad,31, Male
 Private, Some-college,48, Female
 Private, HS-grad,23, Female
 Private, Assoc-acdm,24, Male
 Private, HS-grad,47, Male
 Private, HS-grad,36, Female
 Private, Assoc-acdm,39, Male
 Private, HS-grad,22, Female
 Private, Bachelors,27, Male
 Private, HS-grad,36, Male
 Private, 1st-4th,54, Male
 Federal-gov, HS-grad,33, Female
 Private, HS-grad,42, Male
 Private, Some-college,52, Male
 Private, Bachelors,23, Male
 Private, 1st-4th,33, Male
 Private, Assoc-voc,30, Female
 Private, Assoc-voc,35, Male
 ?, Assoc-voc,35, Female
 Private, HS-grad,27, Male
 Private, HS-grad,24, Male
 Local-gov, HS-grad,44, Male
 Private, Assoc-voc,62, Female
 Private, Bachelors,45, Male
 Self-emp-not-inc, HS-grad,75, Male
 Private, Bachelors,47, Male
 Private, Prof-school,64, Male
 Private, HS-grad,54, Male
 Federal-gov, Bachelors,41, Male
 Private, Assoc-acdm,33, Male
 Private, Some-college,20, Female
 Private, Bachelors,51, Male
 Self-emp-inc, Prof-school,45, Male
 ?, 11th,18, Male
 Private, 10th,43, Male
 Private, HS-grad,30, Male
 Private, HS-grad,32, Female
 Private, Some-college,45, Male
 Private, Some-college,61, Female
 Private, 1st-4th,21, Male
 Private, 11th,56, Male
 Private, HS-grad,28, Male
 Private, Some-college,23, Female
 Private, Some-college,55, Male
 ?, Some-college,27, Male
 Private, HS-grad,33, Male
 Private, Some-college,22, Female
 Local-gov, Assoc-voc,43, Male
 Self-emp-not-inc, HS-grad,32, Female
 Private, Some-college,38, Female
 Private, 9th,18, Male
 Private, Some-college,35, Male
 ?, HS-grad,67, Female
 Private, HS-grad,29, Female
 Private, 1st-4th,19, Male
 Private, 11th,39, Male
 Private, Some-college,29, Male
 Self-emp-inc, Prof-school,45, Male
 Private, Some-college,44, Male
 Local-gov, 7th-8th,42, Male
 Private, Bachelors,34, Male
 Local-gov, Bachelors,52, Male
 ?, 11th,18, Male
 Private, HS-grad,64, Male
 Private, Bachelors,30, Male
 Local-gov, Bachelors,43, Male
 Self-emp-not-inc, Some-college,49, Male
 Private, Some-college,35, Male
 Self-emp-not-inc, Prof-school,37, Male
 Private, 7th-8th,49, Male
 Private, 11th,19, Female
 Private, Bachelors,22, Male
 Private, HS-grad,31, Male
 Private, Some-college,26, Male
 Private, Some-college,44, Male
 Private, Some-college,38, Female
 Self-emp-not-inc, HS-grad,33, Male
 ?, HS-grad,24, Female
 Private, 12th,18, Male
 Private, Assoc-voc,32, Female
 Private, HS-grad,27, Female
 State-gov, Masters,28, Male
 Self-emp-not-inc, Assoc-voc,30, Male
 Private, HS-grad,33, Male
 Private, Masters,74, Female
 Private, HS-grad,36, Male
 Private, Assoc-acdm,36, Male
 Private, HS-grad,29, Female
 Private, Bachelors,39, Female
 Self-emp-inc, Bachelors,25, Male
 Private, HS-grad,21, Male
 State-gov, Assoc-voc,39, Female
 Private, Some-college,38, Female
 Private, HS-grad,20, Female
 Private, HS-grad,51, Male
 Private, HS-grad,21, Female
 Private, Some-college,36, Female
 Private, HS-grad,50, Female
 Private, HS-grad,38, Male
 Local-gov, Bachelors,25, Female
 Private, Some-college,23, Female
 Private, Bachelors,36, Male
 Private, Bachelors,41, Male
 Private, Masters,34, Female
 State-gov, Some-college,19, Male
 Private, 10th,18, Female
 Private, 10th,36, Male
 Private, Some-college,46, Male
 Private, Some-college,29, Male
 Private, HS-grad,23, Female
 Private, HS-grad,35, Male
 Private, HS-grad,35, Male
 Private, HS-grad,40, Male
 Private, Some-college,22, Male
 State-gov, Some-college,19, Female
 Private, 11th,70, Male
 Private, Some-college,38, Male
 Private, Some-college,35, Male
 Private, Some-college,25, Female
 Private, Some-college,39, Male
 Private, Doctorate,50, Male
 Private, Assoc-acdm,43, Male
 Federal-gov, Some-college,37, Male
 Private, HS-grad,51, Male
 ?, 10th,29, Female
 Private, HS-grad,20, Male
 Private, Some-college,21, Female
 Private, HS-grad,47, Female
 Private, Assoc-acdm,44, Female
 Private, 9th,17, Male
 Private, 11th,25, Male
 State-gov, Doctorate,43, Female
 Federal-gov, Assoc-voc,46, Male
 Private, Some-college,42, Male
 Local-gov, Masters,46, Male
 Private, Some-college,22, Female
 Private, HS-grad,49, Male
 Private, HS-grad,21, Male
 Private, Masters,53, Female
 Private, Some-college,43, Male
 Private, HS-grad,22, Male
 Private, Bachelors,33, Female
 Private, Assoc-voc,28, Female
 Private, Some-college,25, Female
 Private, Bachelors,40, Male
 Private, Some-college,50, Male
 Self-emp-not-inc, Some-college,48, Male
 Private, HS-grad,30, Male
 Private, HS-grad,33, Female
 Private, Some-college,34, Male
 Private, Bachelors,42, Male
 Self-emp-not-inc, Some-college,48, Male
 Private, Bachelors,38, Male
 Private, HS-grad,29, Male
 Private, 10th,33, Male
 Private, Bachelors,64, Male
 Private, Assoc-voc,44, Female
 Federal-gov, Bachelors,42, Male
 Private, HS-grad,49, Male
 Private, HS-grad,25, Male
 Private, Bachelors,33, Female
 Private, Some-college,38, Male
 Private, HS-grad,20, Female
 Private, HS-grad,44, Male
 Private, Bachelors,45, Male
 Self-emp-inc, HS-grad,27, Male
 Private, HS-grad,18, Male
 Private, HS-grad,38, Male
 Private, 11th,45, Male
 Local-gov, HS-grad,27, Male
 Private, 5th-6th,64, Female
 Local-gov, HS-grad,66, Male
 Private, Bachelors,34, Female
 Self-emp-not-inc, Bachelors,45, Male
 Self-emp-not-inc, HS-grad,42, Male
 Private, Bachelors,32, Male
 Private, 10th,26, Male
 Private, Assoc-voc,27, Male
 Private, Some-college,21, Female
 ?, Some-college,23, Male
 Private, Some-college,47, Male
 State-gov, Some-college,20, Female
 State-gov, Bachelors,46, Male
 ?, HS-grad,35, Female
 Private, Bachelors,55, Male
 Private, Some-college,28, Female
 Private, Some-college,21, Female
 Private, HS-grad,36, Male
 Private, Doctorate,29, Female
 Private, Bachelors,38, Male
 Private, Bachelors,37, Male
 Self-emp-not-inc, 1st-4th,81, Male
 Private, Some-college,41, Female
 Private, Bachelors,29, Female
 Self-emp-not-inc, Assoc-acdm,30, Female
 Private, HS-grad,25, Male
 Federal-gov, HS-grad,42, Female
 Private, HS-grad,30, Male
 ?, HS-grad,65, Male
 Private, HS-grad,18, Male
 Private, 11th,26, Male
 Private, Some-college,30, Male
 Private, Assoc-acdm,61, Male
 Private, HS-grad,21, Male
 Private, HS-grad,53, Male
 Self-emp-inc, Prof-school,41, Female
 Self-emp-inc, Some-college,43, Male
 Private, 7th-8th,60, Female
 Private, 10th,47, Male
 Private, Some-college,48, Male
 Private, Bachelors,32, Female
 ?, Masters,25, Female
 Private, Bachelors,31, Male
 State-gov, Masters,33, Male
 Self-emp-not-inc, HS-grad,27, Male
 Private, HS-grad,44, Female
 Private, Some-college,44, Male
 Private, Some-college,37, Male
 Private, HS-grad,34, Male
 Federal-gov, Some-college,51, Male
 Private, Masters,51, Male
 Local-gov, Bachelors,25, Male
 Private, Bachelors,25, Female
 Federal-gov, Bachelors,29, Male
 Self-emp-not-inc, HS-grad,36, Male
 Private, HS-grad,55, Female
 Private, Bachelors,39, Female
 Private, 10th,31, Male
 Private, Prof-school,31, Male
 Self-emp-inc, Assoc-voc,51, Female
 Private, Assoc-voc,30, Male
 Private, HS-grad,62, Female
 Private, Bachelors,37, Male
 Self-emp-inc, Bachelors,30, Male
 Private, Bachelors,27, Male
 Private, Bachelors,32, Male
 Private, Some-college,23, Male
 Self-emp-not-inc, 9th,35, Male
 Private, Assoc-acdm,46, Female
 Self-emp-inc, Bachelors,45, Male
 Private, HS-grad,27, Male
 Private, HS-grad,46, Male
 Private, 11th,22, Female
 State-gov, Some-college,37, Female
 Private, Some-college,42, Male
 Private, HS-grad,45, Female
 State-gov, Assoc-voc,33, Male
 Private, Assoc-voc,46, Male
 Private, HS-grad,24, Male
 Private, HS-grad,56, Female
 Private, Some-college,34, Female
 Private, HS-grad,50, Male
 Self-emp-inc, Bachelors,48, Male
 Private, 11th,45, Female
 Private, Assoc-voc,55, Male
 State-gov, Some-college,41, Female
 Private, Some-college,66, Male
 Federal-gov, Some-college,29, Female
 Private, Some-college,37, Female
 ?, Prof-school,63, Male
 Private, Assoc-acdm,61, Male
 Private, Bachelors,64, Male
 Private, HS-grad,35, Male
 Private, Some-college,22, Female
 Private, 7th-8th,58, Male
 Private, Some-college,58, Male
 Private, HS-grad,24, Female
 Private, Some-college,34, Female
 Local-gov, Masters,33, Female
 Self-emp-not-inc, HS-grad,33, Male
 Private, 11th,17, Female
 Private, Bachelors,27, Male
 Self-emp-inc, Some-college,20, Female
 Private, Bachelors,52, Female
 Private, 7th-8th,30, Male
 Private, Bachelors,22, Male
 Private, Assoc-acdm,20, Female
 Local-gov, 5th-6th,64, Female
 Private, Masters,49, Male
 Private, Bachelors,38, Female
 Federal-gov, HS-grad,46, Male
 Private, 10th,17, Male
 Private, 1st-4th,45, Male
 Private, Bachelors,27, Female
 Self-emp-inc, Assoc-voc,45, Female
 Self-emp-inc, HS-grad,26, Male
 Private, Assoc-acdm,23, Female
 Local-gov, Bachelors,44, Male
 Private, Bachelors,36, Male
 Private, 9th,35, Female
 ?, HS-grad,24, Female
 Private, Bachelors,56, Female
 Private, Masters,47, Male
 Private, Bachelors,32, Male
 Private, Bachelors,29, Female
 ?, Assoc-acdm,55, Female
 Self-emp-inc, Bachelors,35, Male
 Private, HS-grad,37, Male
 Self-emp-not-inc, Assoc-voc,36, Male
 Private, HS-grad,33, Female
 Private, HS-grad,34, Male
 Private, Some-college,24, Male
 Private, HS-grad,25, Female
 Self-emp-inc, HS-grad,31, Male
 Private, Assoc-voc,38, Male
 Private, Bachelors,30, Male
 Private, HS-grad,35, Male
 ?, Bachelors,67, Female
 Private, Bachelors,34, Female
 Private, HS-grad,46, Female
 Local-gov, Some-college,19, Female
 Private, Assoc-acdm,26, Female
 Private, Some-college,28, Male
 Private, Some-college,47, Male
 Local-gov, Masters,49, Male
 Self-emp-not-inc, Prof-school,33, Male
 Private, Bachelors,44, Male
 Private, HS-grad,30, Female
 Private, Some-college,18, Male
 Self-emp-not-inc, HS-grad,60, Male
 Private, Masters,44, Male
 ?, Prof-school,81, Male
 State-gov, Some-college,43, Female
 Private, 12th,35, Male
 Self-emp-not-inc, HS-grad,58, Male
 Private, Bachelors,32, Male
 Private, HS-grad,40, Male
 Private, HS-grad,32, Female
 Private, Some-college,21, Female
 Private, HS-grad,44, Male
 Private, Bachelors,33, Male
 Private, Some-college,25, Female
 Private, HS-grad,42, Male
 Private, HS-grad,27, Male
 ?, 10th,62, Male
 Self-emp-not-inc, HS-grad,31, Male
 State-gov, Bachelors,33, Female
 Self-emp-not-inc, Some-college,50, Male
 Private, Masters,50, Male
 Private, Assoc-voc,46, Male
 Private, Assoc-acdm,22, Female
 State-gov, Prof-school,66, Male
 Private, HS-grad,52, Female
 Self-emp-not-inc, 1st-4th,57, Female
 Self-emp-not-inc, Assoc-voc,41, Male
 Private, HS-grad,42, Male
 Private, 12th,19, Female
 Local-gov, Bachelors,45, Female
 Self-emp-not-inc, 12th,51, Male
 ?, Assoc-acdm,69, Female
 Self-emp-not-inc, Bachelors,45, Male
 Private, Some-college,48, Female
 Federal-gov, Some-college,60, Male
 Private, HS-grad,42, Female
 State-gov, Some-college,19, Female
 Self-emp-not-inc, HS-grad,39, Male
 Private, HS-grad,46, Male
 Local-gov, HS-grad,58, Male
 Private, Some-college,36, Female
 Private, HS-grad,21, Male
 Private, Prof-school,41, Male
 Private, 11th,17, Female
 Private, HS-grad,29, Male
 Private, Some-college,52, Female
 Private, Assoc-acdm,33, Male
 Private, Masters,38, Female
 Private, Bachelors,42, Male
 State-gov, Assoc-acdm,24, Male
 Private, Some-college,59, Male
 Private, Bachelors,36, Male
 Private, Some-college,54, Male
 Private, Bachelors,39, Male
 Self-emp-not-inc, HS-grad,42, Male
 Self-emp-not-inc, Bachelors,54, Male
 Private, Assoc-acdm,26, Female
 Private, HS-grad,50, Male
 Private, Assoc-voc,42, Male
 Federal-gov, Bachelors,48, Female
 Private, Bachelors,31, Female
 Private, HS-grad,56, Female
 Local-gov, Assoc-acdm,28, Female
 Private, HS-grad,34, Male
 Private, HS-grad,28, Female
 Private, Bachelors,41, Male
 Private, Some-college,44, Male
 Private, Assoc-acdm,34, Male
 Private, Masters,26, Male
 Private, Bachelors,37, Male
 ?, Some-college,64, Male
 Private, Assoc-voc,25, Female
 Self-emp-not-inc, Some-college,48, Male
 Private, Some-college,47, Female
 Private, 11th,17, Female
 Private, 5th-6th,44, Male
 Local-gov, Some-college,46, Female
 ?, Bachelors,32, Male
 Federal-gov, Some-college,42, Male
 Self-emp-not-inc, Bachelors,33, Male
 Private, HS-grad,61, Female
 Private, Bachelors,47, Male
 Private, Bachelors,35, Female
 Private, 10th,62, Male
 Self-emp-not-inc, Bachelors,62, Male
 Private, Prof-school,38, Male
 ?, Some-college,19, Female
 Private, Bachelors,33, Male
 Local-gov, Bachelors,39, Female
 Private, 11th,17, Male
 Private, Some-college,58, Male
 Self-emp-inc, Bachelors,35, Female
 Local-gov, HS-grad,34, Male
 ?, 7th-8th,55, Female
 Private, Some-college,32, Male
 Self-emp-inc, HS-grad,19, Male
 Private, HS-grad,41, Male
 Private, HS-grad,24, Female
 ?, HS-grad,52, Male
 Local-gov, Bachelors,48, Male
 Private, Some-college,32, Female
 Local-gov, HS-grad,47, Female
 Private, Prof-school,38, Female
 Private, HS-grad,18, Male
 Private, HS-grad,25, Male
 Private, Bachelors,36, Female
 Private, Assoc-voc,40, Female
 Self-emp-not-inc, 11th,56, Male
 Private, Assoc-voc,50, Female
 Private, HS-grad,55, Male
 Local-gov, HS-grad,32, Male
 Private, Assoc-voc,41, Male
 Private, Some-college,28, Female
 Private, Some-college,53, Male
 ?, Assoc-voc,26, Female
 Local-gov, Bachelors,60, Female
 Private, Some-college,21, Male
 Private, HS-grad,29, Male
 Private, Some-college,73, Male
 Self-emp-inc, Bachelors,43, Male
 Private, Some-college,45, Male
 ?, 9th,35, Female
 Private, HS-grad,36, Female
 Private, HS-grad,25, Female
 Private, Some-college,38, Male
 Local-gov, Some-college,30, Female
 Private, Some-college,49, Male
 Local-gov, HS-grad,41, Male
 Private, Some-college,27, Male
 Private, Some-college,64, Male
 Self-emp-not-inc, HS-grad,41, Male
 Private, Bachelors,37, Male
 Private, 5th-6th,51, Female
 Private, Some-college,35, Female
 Local-gov, 1st-4th,61, Male
 Private, 7th-8th,52, Female
 Private, Assoc-acdm,40, Male
 Private, HS-grad,20, Male
 Local-gov, Masters,52, Male
 Private, Some-college,50, Male
 Private, Bachelors,49, Female
 State-gov, Bachelors,36, Female
 Private, Masters,33, Male
 Private, HS-grad,40, Male
 Private, Bachelors,45, Male
 Private, Some-college,22, Female
 Private, Masters,47, Female
 Private, HS-grad,24, Male
 Private, Some-college,19, Female
 Private, HS-grad,40, Female
 Private, Some-college,40, Female
 Private, HS-grad,54, Male
 Self-emp-not-inc, Prof-school,43, Male
 Local-gov, Bachelors,63, Male
 Private, 11th,18, Female
 Private, 1st-4th,19, Male
 Self-emp-not-inc, HS-grad,49, Male
 Private, Masters,27, Male
 Local-gov, Masters,49, Female
 Private, HS-grad,60, Male
 ?, HS-grad,71, Male
 Private, HS-grad,34, Male
